id,title,author,text,label
278,Shocking Health Secret Exposed,Alex Johnson,This unbelievable event will change everything you know about the government...,1
279,Government Plans to Confiscate Guns,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
280,You Won’t Believe What Politician Said,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
281,Government Plans to Confiscate Guns,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
282,Mayor Announces Infrastructure Plan,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
283,Local Community Center Opens New Wing,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
284,You Won’t Believe What Politician Said,Patricia Brown,This unbelievable event will change everything you know about the government...,1
285,Shocking Health Secret Exposed,Unknown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
286,Miracle Cure for Diabetes Discovered,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
287,You Won’t Believe What Politician Said,Patricia Brown,This unbelievable event will change everything you know about the government...,1
288,Mayor Announces Infrastructure Plan,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
289,Government Plans to Confiscate Guns,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
290,Miracle Cure for Diabetes Discovered,Alex Johnson,This unbelievable event will change everything you know about the government...,1
291,Government Plans to Confiscate Guns,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
292,Miracle Cure for Diabetes Discovered,John Smith,New research shows cures suppressed by pharmaceutical companies...,1
293,Scientists Map Human Genome Progress,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
294,Mayor Announces Infrastructure Plan,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
295,Shocking Health Secret Exposed,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
296,Scientists Map Human Genome Progress,Jane Doe,"In an interview, the mayor highlighted community involvement in the project.",0
297,You Won’t Believe What Politician Said,John Smith,Politician caught in scandal that mainstream media refuses to report...,1
298,Local Community Center Opens New Wing,John Smith,Officials announced a new public transportation route aimed at reducing traffic.,0
299,Celeb Scandals Hidden from You,Jane Doe,Politician caught in scandal that mainstream media refuses to report...,1
300,Local Community Center Opens New Wing,Jane Doe,"According to a recent report by credible sources, the city budget increased by 5%.",0
301,Shocking Health Secret Exposed,Unknown,Politician caught in scandal that mainstream media refuses to report...,1
302,Stock Market Sees Moderate Growth,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
303,You Won’t Believe What Politician Said,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
304,Scientists Map Human Genome Progress,Sam Lee,"In an interview, the mayor highlighted community involvement in the project.",0
305,Scientists Map Human Genome Progress,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
306,Government Plans to Confiscate Guns,Patricia Brown,This unbelievable event will change everything you know about the government...,1
307,Miracle Cure for Diabetes Discovered,Sam Lee,New research shows cures suppressed by pharmaceutical companies...,1
308,Mayor Announces Infrastructure Plan,Jane Doe,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
309,Scientists Map Human Genome Progress,Patricia Brown,Officials announced a new public transportation route aimed at reducing traffic.,0
310,Local Community Center Opens New Wing,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
311,Miracle Cure for Diabetes Discovered,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
312,Local Community Center Opens New Wing,Unknown,Officials announced a new public transportation route aimed at reducing traffic.,0
313,You Won’t Believe What Politician Said,Sam Lee,Politician caught in scandal that mainstream media refuses to report...,1
314,You Won’t Believe What Politician Said,Patricia Brown,Politician caught in scandal that mainstream media refuses to report...,1
315,Scientists Map Human Genome Progress,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
316,New Study Reveals Benefits of Exercise,Jane Doe,Officials announced a new public transportation route aimed at reducing traffic.,0
317,Stock Market Sees Moderate Growth,Sam Lee,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
318,Scientists Map Human Genome Progress,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
319,Local Community Center Opens New Wing,Patricia Brown,"According to a recent report by credible sources, the city budget increased by 5%.",0
320,Local Community Center Opens New Wing,Alex Johnson,Officials announced a new public transportation route aimed at reducing traffic.,0
321,You Won’t Believe What Politician Said,Sam Lee,This unbelievable event will change everything you know about the government...,1
322,New Study Reveals Benefits of Exercise,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
323,Mayor Announces Infrastructure Plan,Unknown,"In an interview, the mayor highlighted community involvement in the project.",0
324,Government Plans to Confiscate Guns,Patricia Brown,This unbelievable event will change everything you know about the government...,1
325,Shocking Health Secret Exposed,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
326,Local Community Center Opens New Wing,Alex Johnson,"According to a recent report by credible sources, the city budget increased by 5%.",0
327,New Study Reveals Benefits of Exercise,Alex Johnson,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
328,Miracle Cure for Diabetes Discovered,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
329,Miracle Cure for Diabetes Discovered,Unknown,This unbelievable event will change everything you know about the government...,1
330,Government Plans to Confiscate Guns,Unknown,New research shows cures suppressed by pharmaceutical companies...,1
331,Government Plans to Confiscate Guns,Sam Lee,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
332,You Won’t Believe What Politician Said,Unknown,This unbelievable event will change everything you know about the government...,1
333,Government Plans to Confiscate Guns,Jane Doe,New research shows cures suppressed by pharmaceutical companies...,1
334,Government Plans to Confiscate Guns,Patricia Brown,Secret studies reveal that drinking this tea daily can help you lose weight overnight...,1
335,Local Community Center Opens New Wing,Unknown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
336,Mayor Announces Infrastructure Plan,John Smith,"According to a recent report by credible sources, the city budget increased by 5%.",0
337,Stock Market Sees Moderate Growth,Patricia Brown,"The study, conducted over five years, demonstrates a strong correlation between A and B.",0
338,Miracle Cure for Diabetes Discovered,Alex Johnson,New research shows cures suppressed by pharmaceutical companies...,1
